index,particle_id,type_b0,type_b1,type_b2,type_b3,flags16,ptr24,ptr28,ptr36,ptr48,ptr52,ptr56,field0,field4
350,177,0,0,0,0,3,1060,0,38816,38852,38872,38888,16793600,4294903411
351,177,0,0,0,0,3,1060,0,2816,38904,38924,38940,16801792,4294903411
352,178,2,0,0,0,3,11776,0,38956,38992,39012,39028,278528,4294903413
353,178,2,0,0,0,3,11776,0,38956,38992,39012,39044,278528,4294903413
354,179,0,0,0,0,3,1060,31344,516,22108,22328,39060,24576,4294903411
355,180,2,1,1,1,3,39076,0,39272,39308,39328,39344,1208242244,4294903413
356,181,2,0,0,0,3,39360,0,39556,1292,39604,39620,16384,4294903413
357,182,0,0,0,0,3,1060,0,39636,1292,39672,39688,16384,117376648
358,183,2,0,0,0,3,39360,0,39556,1292,39704,39620,16384,4294903413
359,184,2,1,1,1,3,31464,27672,39720,39756,1520,39776,16793600,4294903425
360,185,2,1,1,1,3,31464,39792,39804,39852,1520,39872,16793600,4294903425
361,186,2,1,1,1,3,39888,0,40084,40132,1520,31328,135544896,4294903425
362,187,2,0,3,1,3,40152,0,3212,40348,1520,40368,33816640,4294903399
363,188,0,0,0,0,3,40384,0,18004,1292,40580,14992,16520,4294903434
364,189,2,0,0,0,3,1060,0,3212,10408,184,40596,128,4294903399
365,189,0,0,0,0,3,1060,18040,18052,18088,40580,18124,311297,4294903412
366,203,2,1,1,1,7,40612,0,2452,40820,184,30080,3221356624,4294903399
367,203,0,0,0,0,3,1060,0,40840,1292,27344,40876,16385,4294903415
368,203,2,1,1,1,7,40892,0,30180,41100,20284,20300,3221770308,20055661
369,203,2,1,1,1,7,40612,0,2452,4040,184,30080,3221356624,4294903399
370,204,2,1,1,1,7,41132,0,2452,4040,184,30080,3221356624,4281534055
371,204,2,1,1,1,7,40612,0,2452,40820,184,30080,3221356624,4294903399
372,204,2,1,1,1,7,40612,0,2452,4040,184,30080,3221356624,4294903399
373,204,2,0,0,0,3,1060,41364,15664,1292,4824,41376,0,67044968
374,205,2,1,1,1,3,41392,0,3144,31028,184,23284,3221241936,4278650478
375,207,2,0,3,3,3,35668,0,41588,1292,4824,41624,16384,4294903436
376,207,2,0,3,3,3,13460,0,13680,41676,1520,13748,16392,4294903419
377,207,1,0,0,0,3,1060,0,41696,20352,17160,41732,16384,4294903437
378,207,2,0,0,0,3,1060,0,41748,1292,7372,41784,20481,4294903410
379,207,2,0,3,1,3,41800,0,20584,20632,1520,42008,2147500032,4278847079
380,209,0,0,0,0,3,1060,0,42024,1292,42060,42076,8192,4294903415
381,209,2,0,0,0,3,1060,0,42092,1292,42128,42144,13056,4294903420
382,210,2,0,0,0,3,42160,0,3212,12552,584,42356,0,4294903399
383,210,2,0,0,0,3,11776,0,42372,1292,42408,42424,524288,4294903413
384,212,2,0,0,0,3,1060,0,34120,1292,4824,4840,0,67044968
385,213,0,0,0,0,3,0,0,42440,20900,20920,20936,4161,4294903435
386,214,2,0,0,0,3,1060,0,34120,1292,4824,4840,0,67044968
387,216,2,0,0,0,3,42476,0,42672,42708,42728,42744,16793664,72025737
388,217,2,0,0,0,3,42476,0,42760,30060,25056,42744,16924736,72091273
389,218,2,0,0,0,3,42476,0,42760,42796,35952,42744,16924736,72156809
390,219,2,0,0,0,3,42476,0,42760,42816,42836,42744,16924736,72222345
391,220,2,0,0,0,3,42476,0,42760,42852,42872,42744,16924736,72287881
392,221,2,0,0,0,3,42476,0,42760,42888,932,42744,16924736,72353417
393,222,2,0,0,0,3,42476,0,42760,42908,42928,42744,16924736,72418953
394,223,1,0,0,0,3,42944,0,42372,1292,21204,43140,278596,83822197
395,224,2,0,0,0,3,43156,43352,3212,43364,584,43384,0,4281009767
396,224,2,0,0,0,3,43400,0,3212,12552,584,43596,128,4294903399
397,224,2,0,0,0,3,43156,43612,3212,43364,584,43384,0,4281009767
398,225,2,0,0,0,3,1060,43624,43636,4124,43672,43688,16794368,4294903420
399,225,2,0,0,0,3,1060,43704,43716,4124,43672,43688,16794368,4294903420
400,226,2,0,0,0,3,43156,43752,3212,43364,584,43384,0,4281075303
401,226,2,0,0,0,3,43764,0,3212,12552,584,43596,128,4294903399
402,226,2,0,0,0,3,43156,43960,3212,43364,584,43384,0,4281075303
403,227,2,0,0,0,3,1060,43624,43972,4124,44008,43688,16794368,4294903420
404,228,0,0,0,0,3,1060,44024,44036,1292,44072,44088,282628,4294903423
405,228,2,0,3,3,3,1060,15484,16296,16332,44104,16352,16793600,4294903418
406,229,2,0,0,0,3,1060,44120,44132,18228,3180,44196,16793600,4294903450
407,231,2,1,1,1,3,44212,44408,9376,9412,6484,9004,1073872960,50267751
408,232,2,0,0,0,3,1060,44120,44420,18228,3180,44456,1090666496,4294903450
409,233,0,0,1,1,3,11332,0,44472,44520,1520,44540,33714240,4279240318
410,233,0,0,0,0,3,1060,44556,44568,1292,11744,44604,67391488,4294903423
411,233,2,0,0,0,3,44620,11972,3212,12552,584,12572,262144,4294903399
412,234,2,0,0,0,3,1060,0,15664,1292,44816,44832,50348032,4294903462
413,235,2,0,3,3,3,1060,15484,13020,13056,13076,16708,16384,4294903418
414,235,2,0,0,0,3,1060,0,44848,1292,13356,13372,21249,4294903420
415,235,2,0,3,3,3,1060,15484,15820,16332,13076,44884,16793600,4294903418
416,235,1,0,3,3,3,1060,3472,44900,1652,16600,1688,286724,4294903402
417,235,2,0,0,0,3,44936,0,3212,12552,584,12572,0,4294903399
418,235,2,0,0,0,3,45132,0,3212,12552,584,19732,0,4294903399
419,235,0,0,0,0,3,1060,45328,45340,14076,584,22948,17055748,4294903411
420,235,2,0,0,0,3,11776,22980,45376,1292,12020,37796,1074020420,50267765
421,235,2,0,0,0,3,45412,0,3212,12552,584,19732,0,4294903399
422,236,2,0,0,0,3,45608,27672,45804,10408,932,45840,4100,4294903443
423,236,2,0,0,0,3,27112,0,45856,1292,45892,45908,12289,4294903399
424,236,2,0,0,0,3,45924,27672,45804,10408,932,46120,4100,4294903443
425,236,1,0,0,0,3,46136,0,46332,1292,45892,46368,274436,83822197
426,237,1,0,0,0,3,27112,0,42372,1292,21204,46384,278597,83822197
427,237,2,0,0,0,3,46400,0,4692,10408,184,46596,16777280,4294903399
428,237,2,0,0,0,3,46612,0,46808,46844,184,46864,16777280,4294903399
429,237,2,0,0,0,3,1060,0,46880,46916,22788,46936,21249,4294903420
430,237,1,0,0,0,3,27112,39792,42372,1292,21204,46952,278597,4294903413
431,238,2,0,0,0,3,13108,0,30024,46968,184,10892,32,4281402983
432,239,0,0,0,0,3,1060,0,14392,1292,14428,14444,16388,117376648
433,239,2,0,0,0,3,1060,0,14304,14340,14360,46988,278532,4294903418
434,240,2,0,1,1,3,11332,0,47004,47040,184,11680,33685572,4294903403
435,240,2,0,1,1,3,11332,0,47004,47060,184,11680,33685572,4294903403
436,240,0,0,0,0,3,1060,11696,11708,1292,11744,11760,67391492,4294903423
437,240,0,0,0,0,3,1060,11972,47080,1500,1520,1536,38031364,4294903426
438,240,0,0,0,0,3,1060,1452,47116,11016,1520,1536,33837060,4294903422
439,240,0,0,1,1,3,11332,0,47152,47188,1520,47208,2181066820,4279240318
440,240,2,0,1,1,3,11052,0,47004,11296,184,10892,1107689540,4294903403
441,241,2,0,0,0,3,47224,0,3212,12552,584,47420,128,4294903399
442,242,2,0,0,0,3,1060,0,47436,47472,47492,47508,16798464,4294903420
443,243,0,0,0,0,3,1060,0,13388,24788,22328,47524,24576,4294903411
444,244,2,0,0,0,3,47540,27672,47736,10408,47772,47788,20608,4294903443
445,244,2,0,0,0,3,47804,27672,47736,10408,47772,48000,544896,83822227
446,244,2,0,0,0,3,47804,27672,47736,10408,47772,48016,20608,4294903443
447,245,2,1,1,1,3,48032,48228,15008,48240,45892,48260,17825792,4294903399
448,246,2,1,1,1,3,48276,48228,48472,48240,45892,48260,17825792,4294903399
449,247,2,0,0,0,3,13764,0,3212,12552,584,19732,0,4294903399
450,247,2,3,3,3,3,48508,0,48704,48752,45892,48772,17825792,4294903399
451,247,2,0,0,0,3,12812,0,3212,12552,584,19732,0,4294903399
452,248,2,0,0,0,3,48788,48984,15664,48996,45892,49016,16777216,4279305831
453,249,2,1,1,1,3,48788,49032,15664,48996,45892,49016,16777216,4279305831
454,250,2,0,0,0,3,1060,44120,49044,49080,3180,49100,1074151424,4294903450
455,250,2,0,0,0,3,11776,22980,19432,1292,49116,37796,1074020420,50267765
456,250,1,0,3,3,3,1060,11972,49132,49168,49188,49204,286724,4294903402
457,250,2,0,0,0,3,1060,0,49220,1292,49116,13372,29441,4294903420
458,251,0,0,0,0,3,1060,0,14392,1292,14428,14444,16388,117376648
459,252,2,0,0,0,3,1060,0,49256,46916,22788,49292,21249,4294903420
460,252,2,0,0,0,3,1060,49308,49320,46916,49356,49372,21249,4294903421
461,252,2,0,0,0,3,1060,49308,49320,46916,49356,49388,16798465,4294903421
462,252,2,0,0,0,3,27112,0,49404,1292,45892,49440,266244,4294903413
463,252,1,0,3,3,3,1060,14028,49456,49492,49512,49528,286724,4294903402
464,252,1,0,3,3,3,1060,14028,49544,49580,49600,49616,286724,4294903402
465,252,2,0,0,0,3,49632,11972,3212,12552,584,49828,262144,4294903399
466,252,2,0,0,0,3,1060,0,49844,46916,22788,49880,21249,4294903420
467,252,2,0,0,0,3,49632,11972,3212,12552,584,21544,262144,4294903399
468,252,2,0,0,0,3,49632,11972,3212,12552,584,49896,262144,4294903399
469,252,2,0,0,0,3,1060,49308,49320,46916,49356,49912,21249,4294903421
470,252,2,0,0,0,3,49928,0,4692,10408,184,50124,16777280,4294903399
471,253,2,1,1,1,3,50140,3132,50336,50384,1520,50404,147584,134153831
472,254,0,0,0,0,3,1060,0,50420,34296,50456,50472,155684,4294903411
473,255,1,0,0,0,3,1060,0,17104,1292,17160,17176,2121728,4294903437
474,255,2,3,3,3,3,50488,0,50684,50720,1520,50740,16924800,4294903399
475,256,2,1,1,1,3,50756,3132,50336,50384,1520,50404,147584,4294903399
476,257,2,0,0,0,3,0,50952,50964,51012,51032,51048,0,4294903405
477,257,2,3,3,3,3,51064,6416,9628,9664,6484,9684,1073875012,71108199
478,258,0,0,0,0,3,1060,31344,51260,22036,51296,11036,278528,4294903412
479,259,2,1,1,1,3,51312,51508,15208,48240,45892,51520,17825792,4294903399
480,260,1,0,0,0,3,1060,0,51536,51572,51592,51608,16649,4294903463
481,261,2,0,0,0,3,1060,0,51624,1292,51660,51676,29441,4294903420
482,261,2,3,3,3,3,51692,0,51888,51936,45892,51956,17825792,4294903399
483,262,2,0,0,0,3,51972,0,3212,12552,584,19732,0,4294903399
484,263,2,1,1,1,3,39888,0,52168,40132,1520,31328,135544896,4294903425
485,264,2,1,1,1,3,1060,31344,52204,31392,1520,31412,28704,4294903425
486,265,2,1,1,1,3,52240,0,836,52448,19988,42744,3389280320,4279240295
487,265,2,1,1,1,3,52240,0,836,52448,19988,42744,1275351104,4294903399
488,266,0,0,0,0,3,1060,0,13388,24788,22328,52468,24576,4294903411
489,267,2,0,0,0,3,27112,0,52484,1292,45892,52520,134492164,4294903413
490,267,2,1,1,1,3,24824,0,30180,30216,30236,30252,1208242244,4280354407
491,267,2,1,1,1,3,52536,0,30180,30216,932,30252,1208242244,69273205
492,268,2,0,0,0,3,1060,0,52732,52768,49116,52788,29473,4294903420
493,269,2,1,1,1,3,52804,0,516,53012,34156,24036,134496272,4294903413
494,270,2,1,1,1,3,53032,0,15664,53228,34156,53248,134496272,4294903413
495,272,2,1,1,1,7,53264,0,53460,53496,19988,53516,1073741888,4294903399
496,273,2,1,1,1,3,53532,53728,3144,53752,184,3816,3221241936,68355694
497,274,2,1,1,1,3,53772,0,53968,48240,45892,47208,17825792,4294903399
498,275,2,0,0,0,3,13764,0,3212,12552,584,19732,0,4294903399
499,275,2,0,0,0,3,12812,0,3212,12552,584,19732,0,4294903399
500,275,2,3,3,3,3,48508,0,54004,48752,45892,54040,17825792,4294903399
501,275,1,0,0,0,3,1060,11972,54056,54092,54112,54128,286752,4294903402
502,276,2,1,1,1,3,54144,0,54340,31308,1520,31328,135544832,4294903425
503,276,2,1,1,1,3,1060,54376,54388,54424,1520,54444,135544832,4294903425
504,277,2,1,1,1,3,1060,31344,54460,31392,1520,54496,28704,4294903425
505,278,2,1,1,1,3,54512,11972,54708,31708,1520,31728,152322048,4294903425
506,278,0,0,0,0,3,1060,11972,54744,1292,1520,17208,1335296,4294903424
507,279,0,0,0,0,3,1060,0,54780,1292,1520,17208,1064960,4294903424
508,280,2,1,1,1,3,54816,0,4692,55012,184,17740,134479936,4294903399
509,280,2,1,1,1,3,54816,0,4692,55012,184,17740,134479936,4294903399
510,281,2,0,0,0,3,55032,0,55228,55264,27344,55284,4896,4294903420
511,281,2,0,0,0,3,55032,0,55228,55264,27344,55284,4896,4294903420
512,282,2,0,0,0,3,13108,0,55300,55348,184,55368,32,4294903459
513,283,2,0,0,0,3,55384,0,46808,46844,184,55580,16777280,4294903399
514,284,2,0,3,1,3,10664,55596,15664,10872,1520,24772,33816640,4294903399
515,284,2,0,3,1,3,10664,55596,15664,10872,1520,24772,33816640,4294903399
516,285,2,0,3,3,3,1060,0,55608,1292,38256,55644,16516,83822242
517,287,0,0,1,1,3,11332,0,55660,55696,1520,24036,33583200,4279240318
518,288,2,0,3,1,3,55716,0,3212,55924,1520,55944,50331712,4294903399
519,289,0,0,1,1,3,11332,0,55960,55696,1520,24036,33583200,4279240318
520,290,1,0,0,0,3,1060,11972,55996,56032,54112,56052,270368,4294903402
521,291,2,0,1,1,3,56068,56264,46808,42908,184,10892,16777280,4294903399
522,294,2,1,1,1,3,56276,53728,3144,53752,184,3816,3221241936,4278650478
523,295,2,1,1,2,7,56472,8452,17420,56692,7372,8512,1073758208,38209127
524,296,2,3,3,3,7,56712,56908,56920,42816,21064,56984,3221358656,72287881
525,297,2,1,2,2,7,57000,7252,7288,57196,7372,57216,1073893440,38340199
526,298,2,1,1,1,7,57232,57428,3144,57440,184,23284,1073758288,4282910318
527,299,2,1,1,1,2,57460,57656,57668,57732,57752,57768,1073893440,4294903399
528,300,0,0,0,0,3,1060,3472,57784,1292,57820,57836,278532,4294903432
529,300,2,0,0,0,3,11776,3472,38220,1292,932,57852,278596,4294903413
530,301,2,0,0,0,3,11776,3472,57868,1292,57904,57920,1074020420,4294903413
531,302,2,1,3,3,7,57936,7892,7928,7964,6484,7984,3221241864,137627239
532,303,4,1,1,1,7,58132,58328,58340,58376,6484,58396,1073889360,33490541
533,304,0,0,0,0,3,1060,58412,58424,1292,16996,58460,2117632,4294903414
534,305,2,0,0,0,3,1060,58476,58488,5128,58524,36516,32768,67044975
535,305,2,1,1,1,7,58540,0,2452,4448,184,4468,1082261584,4294903399
536,306,2,1,1,1,7,58736,8724,8736,58932,6484,9004,1073741888,50267751
537,306,2,0,0,0,3,1060,9020,44420,9108,3180,58952,147456,4294903450
538,307,2,1,1,1,3,58968,9340,9376,59164,6484,59184,1073872960,50267751
539,308,2,1,1,1,3,59200,44408,9376,59164,6484,59184,1073872960,50267751
540,309,2,0,0,0,3,1060,44120,44132,18228,3180,59396,1090535424,4294903450
541,314,2,1,1,1,7,59412,0,2452,4448,184,4468,1082261568,4294903399
542,328,2,1,1,1,3,59608,0,3532,59804,59824,59840,1208221712,134153883
543,328,2,0,0,0,3,59856,0,18612,59804,60052,59840,134479872,134153845
544,329,2,1,1,1,3,60068,60264,38744,60288,6484,60308,1208221760,3868263
545,329,2,1,1,1,3,60068,49328,38744,60288,6484,60308,1208221760,3868263
546,330,2,1,0,0,3,60336,0,4692,36216,184,1536,1208221760,4294903399
547,331,2,0,0,0,3,60532,0,60728,55264,60764,60780,4960,4294903420
548,332,2,0,0,0,3,16368,0,3212,12552,584,19732,0,4294903399
549,332,2,0,0,0,3,11776,22980,19432,1292,12020,37796,1074020420,50267765
550,332,2,0,0,0,3,12812,0,3212,12552,584,19732,0,4294903399
551,332,1,0,3,3,3,1060,11972,60796,1652,16600,1688,286724,4294903402
552,332,2,0,0,0,3,1060,0,37848,1292,13356,37884,21249,4294903420
553,332,2,0,0,0,3,13764,0,3212,12552,584,19732,0,4294903399
554,333,0,0,0,0,3,1060,0,60832,34392,60868,60884,24612,4294903411
555,334,2,0,3,3,1,60900,0,61096,61132,6484,31328,1327168,4294903399
556,335,2,0,0,0,3,61152,0,5716,53012,184,61360,64,4282123879
557,336,2,0,0,0,3,61376,0,3212,12552,584,61572,0,4294903399
558,336,2,0,0,0,3,11776,22980,61588,1292,61624,37796,1073762305,50267765
559,337,2,0,3,3,1,61640,0,61836,61884,6484,61904,1327168,4294903399
560,337,1,0,3,3,3,1060,11972,16644,1652,16600,1688,286724,4294903402
561,337,2,0,0,0,3,12812,0,3212,12552,584,19732,0,4294903399
562,337,2,0,0,0,3,13764,0,3212,12552,584,19732,0,4294903399
563,337,2,0,0,0,3,1060,0,13320,1292,13356,13372,21249,4294903420
564,337,2,0,0,0,3,11776,22980,42372,1292,12020,37796,1074020420,50267765
565,337,0,0,0,0,3,1060,16616,14040,14076,584,61920,17055748,4294903411
566,337,2,0,0,0,3,61936,0,3212,12552,584,19732,0,4294903399
567,337,2,0,3,3,3,1060,15484,13020,13056,13076,62132,16384,4294903418
568,337,2,0,3,3,3,1060,15484,16296,16332,13076,23484,16793600,4294903418
569,338,1,0,3,3,3,1060,3472,44900,62148,16600,1688,286724,4294903402
570,338,2,0,0,0,3,1060,0,44848,1292,13356,13372,21249,4294903420
571,338,2,0,0,0,3,62168,0,3212,12552,584,19732,0,4294903399
572,338,2,0,0,0,3,11776,22980,45376,1292,12020,37796,1074020420,50267765
573,339,2,0,0,0,3,62364,0,62560,1292,61624,62596,4096,50267765
574,340,2,0,1,1,3,62612,0,62808,62856,38256,62876,1073762304,4294903413
575,341,2,0,0,0,3,1060,0,37848,1292,38256,37884,21249,4294903420
576,341,2,0,0,0,3,12812,0,3212,12552,584,19732,0,4294903399
577,341,2,0,0,0,3,11776,22980,19432,1292,38256,37796,1074020420,50267765
578,341,2,0,0,0,3,13764,0,3212,12552,584,19732,0,4294903399
579,341,2,0,0,0,3,16368,0,3212,12552,584,19732,0,4294903399
580,341,1,0,3,3,3,1060,11972,60796,1652,38204,1688,286724,4294903402
581,353,2,1,1,1,3,62892,0,63112,63188,19988,8240,1208242240,20579943
582,354,2,0,0,0,3,63208,0,63428,0,19988,63464,20544,4294903399
583,355,2,0,0,0,3,63480,0,14768,0,19988,63676,20544,4294903399
584,356,2,0,0,0,3,63692,0,63888,0,19988,63924,20544,4294903399
585,357,2,0,0,0,3,1060,0,63940,38132,63976,63992,29473,4294903420
586,357,2,0,0,0,3,1060,0,63888,38132,932,30152,21280,4294903448
587,358,2,0,0,0,3,64032,0,64228,0,19988,63464,20544,4294903399
588,359,2,0,0,0,3,64264,0,14768,0,19988,64460,20544,4294903399
589,360,2,0,0,0,3,63692,0,64476,0,19988,63924,16448,4294903399
590,361,2,0,0,0,3,64512,0,64708,64744,584,42356,16777216,4294903399
591,362,2,0,0,0,3,1060,0,64764,1292,64800,64816,21248,4294903413
592,363,2,0,0,0,3,64512,816,64708,64832,584,42356,16777216,4294903399
593,364,2,0,0,0,3,1060,0,64852,1292,64800,64888,12288,4294903413
594,365,2,0,0,0,3,1060,0,64904,1292,64800,64940,12288,4294903413
595,366,2,0,0,0,3,11776,22980,24656,1292,21204,22992,1074020420,50267765
596,366,1,0,0,0,3,1060,22820,37812,1652,22868,1688,286724,4294903402
597,366,0,0,0,0,3,1060,45328,64956,64992,22932,65012,278532,4294903411
598,366,2,0,0,0,3,1060,0,65028,1292,22788,22804,21253,4294903420
599,366,2,0,0,0,3,65064,11972,3212,12552,584,12572,262144,4294903399
600,367,2,1,1,1,3,65260,65456,9628,9664,6484,65468,1074003972,71173735
601,367,2,1,1,1,3,65260,65484,9628,9664,6484,65468,1074003972,71173735
602,367,2,1,1,1,3,65260,49328,9628,9664,6484,65468,1074003972,71173735
603,367,2,1,1,1,3,65260,60264,9628,9664,6484,65468,1074003972,71173735
604,368,2,0,0,0,3,1060,65496,65508,1292,65544,4840,16384,4294903400
605,368,2,1,1,1,3,65560,65756,30024,65768,184,23284,1208238144,4294903399
606,369,2,1,1,1,3,65788,0,30180,31028,932,30252,1208242240,83822183
607,369,2,1,1,1,3,65260,0,65984,9664,6484,66020,1074003972,71239271
608,370,2,0,0,0,3,27112,0,66036,1292,66072,51048,134492164,4294903413
609,371,2,0,0,0,3,1060,0,3212,66088,49116,66108,25377,4294903471
610,372,2,0,0,0,3,11776,66124,66136,1292,21204,66172,16384,4294903413
611,373,2,0,0,0,3,27112,66188,66200,66236,66256,66272,0,4294903413
612,373,2,0,0,0,3,27112,66288,66200,66236,66256,66300,0,4294903413
613,374,2,0,0,0,3,1060,0,66316,46916,49356,66352,21249,4294903420
614,375,2,0,0,0,3,66368,0,66564,1292,66600,66616,524292,83822197
615,376,2,0,0,0,3,66632,0,35368,1292,66600,66616,524292,83822197
616,377,2,0,0,0,3,48788,0,15664,66828,45892,49016,16777216,4282386023
617,378,1,0,0,0,3,66848,0,66564,1292,66600,67044,524292,83822197
618,379,1,0,0,0,3,66848,0,35368,1292,66600,67044,524292,83822197
619,380,2,0,0,0,3,67060,67256,3212,12552,584,12572,16777216,4294903399
620,381,2,7,0,0,3,67268,0,37348,67464,45892,67484,1090519040,4282451559
621,382,2,1,1,1,3,67500,0,67696,31028,67732,20300,1208242244,4294903413
622,382,2,0,0,0,3,27112,0,67748,1292,66072,51048,134488064,4294903413
623,382,2,1,1,1,3,67784,0,67696,31028,67980,20300,1208242244,33490541
624,383,2,0,0,0,3,27112,0,67748,1292,66072,51048,134488064,4294903413
625,383,2,1,1,1,3,67996,0,68192,9664,6484,68228,1208221764,71435879
626,384,2,1,1,1,3,24824,0,68244,68280,67732,68300,1208238180,4294903413
627,385,2,0,0,0,3,11776,0,25624,68316,68336,68352,16793604,4294903413
628,386,0,0,0,0,3,1060,0,68368,68404,68424,68440,24576,4294903411
629,387,0,0,0,0,3,1060,0,68456,1292,1520,17208,1064960,4294903424
630,387,2,1,1,1,3,31464,0,15432,68492,1520,31728,152322048,4294903425
631,388,0,0,0,0,3,1060,0,68512,1292,1520,17208,1064960,4294903424
632,389,2,0,0,0,3,24824,18140,30992,68576,68596,68612,16797828,234817141
633,390,2,1,1,1,3,31464,0,68628,39756,1520,31728,16793600,4294903425
634,391,2,1,1,1,3,68676,68872,68884,68920,1520,68940,16777280,4294903425
635,404,2,0,0,0,3,1060,11972,13320,1292,68956,13372,283393,4294903420
636,404,2,0,0,0,3,12812,11972,3212,12552,584,12572,262144,4294903399
637,404,2,0,3,3,3,13460,0,13680,13728,1520,13748,16392,4294903419
638,404,2,0,0,0,3,68972,11972,3212,12552,584,12572,262144,4294903399
639,404,1,0,3,3,1,1060,11972,69168,1652,69204,14012,286724,4294903402
640,404,0,0,0,0,2,1060,14028,14040,14076,68956,14096,17063940,4294903411
641,404,2,0,0,0,3,11776,11972,11984,1292,68956,12036,1074020420,50267765
642,404,2,3,3,3,3,69220,0,12272,69428,1520,69448,16793600,4294903399
643,404,2,0,0,0,3,13764,11972,3212,12552,584,12572,262144,4294903399
644,405,0,0,0,0,3,1060,0,68368,68404,69464,68440,24576,4294903411
645,406,2,2,1,1,3,69480,69676,69688,69752,3180,69772,16924672,4294903450
646,407,2,2,1,1,3,69788,69984,69996,70032,3180,70052,16924800,4294903468
647,408,2,2,1,1,3,1060,20704,70068,1292,3180,70104,147456,4294903450
648,409,2,0,3,3,3,1060,0,70120,1292,15176,70156,20480,4294903446
649,410,2,0,0,0,3,11776,0,25624,70184,68336,70204,16793604,4294903413
650,411,0,0,0,0,3,1060,31344,70220,22108,13832,39060,24576,4294903411
651,412,1,0,3,3,3,1060,11972,70256,1652,54112,70292,286720,4294903402
652,413,2,1,1,1,3,70308,0,70504,70540,19988,70560,1073877056,4280026727
653,413,2,0,0,0,3,1060,0,27308,1292,4824,70576,16384,67044968
654,414,2,1,1,1,3,28080,0,836,70604,19988,28288,3221229632,34014823
655,415,1,0,0,0,3,1060,22820,70624,1652,22868,70660,286724,4294903402
656,415,2,0,0,0,3,27112,0,70676,1292,66072,70712,134488068,83822197
657,415,2,3,3,3,7,70728,0,3144,70936,51032,70956,1074153536,4279371373
658,415,2,0,3,3,3,1060,15484,16296,16332,932,70972,16793604,4294903418
659,416,2,0,0,0,3,70988,0,4692,10408,184,71184,16777280,4294903399
660,417,2,1,1,1,3,71200,0,71396,55012,0,71432,134500416,16713319
661,418,0,0,0,0,3,1060,0,71448,1292,71484,71500,20480,4294903411
662,419,0,0,0,0,3,1060,0,71516,1292,28048,71552,20480,4294903411
663,420,0,0,0,0,3,1060,4176,71568,1292,71604,71620,36864,4294903411
664,420,2,0,0,0,3,1060,4176,4188,1292,184,4224,32768,83822191
665,421,2,1,1,1,3,71636,0,71832,71868,14736,71888,1208373312,4294903399
666,422,2,0,0,0,3,66368,0,71904,1292,66600,71940,524288,268371573
667,423,2,0,0,0,3,66632,0,71956,1292,66600,71992,524288,83822197
668,424,2,0,0,0,3,48788,0,72008,72044,45892,72064,16777216,4282386023
669,425,2,0,0,0,3,48788,0,3212,72044,45892,72064,16777216,4283565671
670,426,2,0,0,0,3,66368,0,71904,1292,66600,72080,524288,268371573
671,427,2,0,0,0,3,72096,0,3212,12552,584,19732,16777216,4294903399
672,428,2,0,1,1,3,72292,72488,72008,72044,45892,72064,16777216,4283631207
673,429,2,0,0,0,3,72500,72696,3212,12552,584,12572,16777216,4294903399
674,430,2,0,1,1,3,72708,72488,42672,72044,45892,72064,16777216,4283696743
675,431,2,0,0,0,3,1060,72904,72916,1292,22788,72952,16798465,4294903420
676,431,2,0,0,0,3,1060,72968,72980,1292,22788,73016,16798465,4294903420
677,431,2,0,0,0,3,1060,33852,73032,1292,22788,73068,16798465,4294903420
678,431,2,0,0,0,3,1060,73084,73096,1292,22788,73132,16798465,4294903420
679,431,2,0,0,0,3,48788,0,41588,48996,45892,73160,16777216,4283762279
680,431,1,0,0,0,3,1060,73176,73188,73224,73244,73260,290816,4294903402
681,431,1,0,0,0,3,1060,73176,73188,73276,49512,73296,290816,4294903402
682,431,1,0,0,0,3,1060,73312,73324,49168,49600,73360,16805888,4294903402
683,431,2,0,0,0,3,73376,0,4692,10408,184,50124,16777280,4294903399
684,431,2,0,0,0,3,11776,40348,71904,1292,21204,73572,540736,4294903413
685,432,2,0,0,0,3,1060,71400,73588,1292,0,73624,16801792,4294903469
686,433,2,0,0,0,3,73640,0,3212,12552,584,73836,0,4294903399
687,434,2,0,0,0,3,73852,0,3212,12552,584,73836,0,4294903399
688,435,2,0,1,1,3,31796,0,836,32056,932,32076,2164265024,4280616551
689,436,2,0,0,0,3,1060,0,49256,46916,22788,49292,21249,4294903420
690,437,2,0,0,0,3,35160,35356,35368,1292,0,74060,16801792,4294903461
691,437,2,0,0,0,3,74076,0,3212,12552,584,12572,0,4294903399
692,437,2,0,0,0,3,1060,35356,74272,1292,74308,74324,16797696,4294903461
693,438,2,0,0,0,3,74340,0,3212,12552,584,15700,0,4294903399
694,439,2,0,0,0,3,74536,72488,42672,72044,45892,72064,16777216,4283827815
695,439,2,0,0,0,3,74536,72488,42672,72044,45892,72064,16777216,4283893351
696,440,2,0,0,0,3,1060,74732,48472,74768,74788,74804,16793600,4294903413
697,441,2,1,1,1,3,24824,74820,74832,1292,74868,50124,1073758244,4294903405
698,442,0,0,0,0,3,1060,0,74884,1292,14428,14444,16384,117376648
699,442,2,0,0,0,3,1060,0,11612,74920,14360,14376,278528,4294903418
700,443,2,0,0,0,3,1060,0,74940,1292,74976,74992,33574916,4294903470
701,444,2,0,0,0,3,11776,0,3532,1292,75008,25812,16384,83822197
